"","gene_id","gene_name","precursor_1_1","precursor_2.5_1","precursor_3_1","precursor_3.5_1","precursor_4.5_1","precursor_6_1","precursor_10_1","transcript_1_1","transcript_2.5_1","transcript_3_1","transcript_3.5_1","transcript_4.5_1","transcript_6_1","transcript_10_1"
"11056","ENSDARG00000088143","sema4gb",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.89315268678751,-2.10271062044955,-2.32590097146229,0.647557755287344,2.77102986788746,2.39985470090914
"11057","ENSDARG00000115222","MARF1",-2.5,-2.5,-2.5,-2.5,-2.14041140535698,-1.58690813218621,-1.1992848596845,-0.459117487960155,-0.131622823159559,0.0181186710579698,0.107738881573566,0.315276502963896,1.99227902765912,2.7698669497496
"11058","ENSDARG00000063313","plbd1",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.975490862092006,2.62237051879471,1.94457366342619,2.7126332174024,1.86500030323105,2.76952847020268,2.5497578980551
"11059","ENSDARG00000033251","osbpl3a",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.496155945743255,2.48815509430533,2.76940788970103,2.50422887140178,0.325881936732177,-1.75535203454043,0.166521487446518
"11060","ENSDARG00000002406","zmynd10",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.205767965242594,2.57095834126823,2.3248567055733,2.76931688015196,1.53560514756985,-0.861219338516585,-1.93443816573282
"11061","ENSDARG00000034677","scel",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-0.0234011136542457,1.41066971724146,1.28138776117889,-0.969733144398172,1.20228499981428,0.916396462760706,2.76901001944653
"11062","ENSDARG00000055618","acta1b",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.00451796275547,0.649261995716816,-0.272831118522922,0.938371491853572,-0.938753509367481,-0.768995518298687,2.76867681417206
"11063","ENSDARG00000056961","ccdc30",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,1.99226814934278,2.30125110531932,2.76866498774443,2.2499822999262,-0.408251465554754,-1.52053307971485,0.155516232860392
"11064","ENSDARG00000078890","wdfy3",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.557199483816629,2.45010537663343,2.76813151950287,2.35382297873704,2.26392986465771,0.403082442502874,0.631756336809945
"11065","ENSDARG00000101358","pard3aa",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,1.83415299880064,2.27594571596244,2.76802762635015,2.62933332692436,2.16740613453009,0.781519272018633,-2.5
"11066","ENSDARG00000054023","ttll6",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.59117196718124,2.76671178104834,2.25783830056324,1.83382886764961,0.317243974114661,0.629120733272634,0.188920049479118
"11067","ENSDARG00000090142","si:dkey-94l16.4",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-0.0637196015961032,2.51733871681634,2.20095943179949,2.76649129666791,1.61170596046452,0.875269014794911,0.678513752969043
"11068","ENSDARG00000061446","smap2",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,1.38594457283063,2.40498214676162,1.80792780554904,2.76627714015677,1.69599831039299,-0.532119356647028,-2.5
"11069","ENSDARG00000035399","ankra2",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.257711995879237,2.63103909762583,2.38804046474635,2.39961138364883,1.82534130583602,2.76534827202476,2.59694437083674
"11070","ENSDARG00000076563","rarres3l",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-0.51552617737795,2.69092597944149,1.48340426539952,2.76518462327238,-1.17987303886883,-2.5,-2.5
"11071","ENSDARG00000102678","znf1181",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.28495325891198,1.79101806727088,1.43733433884367,1.75733911092119,2.30264370489156,2.76506369318721,1.68773263954268
"11072","ENSDARG00000062884","map3k2",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-0.512303538757423,2.43360362859882,2.38589086007502,2.76501625893107,-0.339500847510269,-1.67882585507501,-2.43224163064232
"11073","ENSDARG00000093768","prr18",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.47511348033331,-1.57697438080002,-0.495224847132544,-0.40303605169193,-0.630391473368791,2.76498516583196,2.44125507905447
"11074","ENSDARG00000068199","pld3",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.10587340175894,2.63853981328722,2.69052343992145,2.76459849422557,2.30507233978252,1.16879749268722,1.46464396052354
"11075","ENSDARG00000099908","MTFP1",0.642600013616622,-0.0800023586883725,0.776011399884686,0.139377940265095,-0.0287105114966511,0.631104375518096,-0.801503080412292,2.50879120770651,1.757633531071,2.76378550060874,1.08862338741385,2.10540322233119,1.82334587908417,2.60325010633799
"11076","ENSDARG00000100262","BX936382.1",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.05378388646956,2.18285756243127,0.980529954092755,1.8493668562765,2.03084105685668,2.76289306722095,0.912435341462811
"11077","ENSDARG00000103792","CABZ01076737.1",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.35501637701822,2.54846870889053,2.44549102802262,2.76266349509291,1.29120870767556,-0.222607471059271,-2.36858015242021
"11078","ENSDARG00000078430","tiam1a",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,1.03536673521603,1.17517886457721,1.8276032544554,1.20785567303599,1.1602264825633,1.94389511594965,2.76209961294067
"11079","ENSDARG00000055632","smtnl",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0450662940568,2.76192308091398,2.66328770751101
"11080","ENSDARG00000103226","dhcr7",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.30739090212955,2.61724960060807,2.59746135586775,2.7614859387114,2.5649224850747,2.52398117995567,2.49166641875026
"11081","ENSDARG00000092408","CU467861.7",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,0.276651616761454,1.15092361872614,2.76026355591516,1.45274307014495,2.37059398339441,0.172654049487058,1.30258817292703
"11082","ENSDARG00000101239","hsd17b4",-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,2.28327585136435,2.76016134223277,2.40353771831334,2.5873626144485,0.474275189688488,-0.494318174605797,0.61811656177401
